
These predictions were generated by MoorDyn (v2.0.02023-09-18) on 30-Sep-2024 at 16:57:35.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        ANCHTEN1        ANCHTEN2        ANCHTEN3
       (s)             (N)             (N)             (N)             (N)             (N)             (N)
    2.5950   1.0336499E+06   1.2949471E+06   1.0301234E+06   8.3981350E+05   1.0854521E+06   8.3848319E+05
    2.6000   1.0336311E+06   1.2951840E+06   1.0302247E+06   8.3986400E+05   1.0855752E+06   8.3865075E+05
    2.6050   1.0336108E+06   1.2954215E+06   1.0303267E+06   8.3991575E+05   1.0856985E+06   8.3881594E+05
    2.6100   1.0335891E+06   1.2956592E+06   1.0304296E+06   8.3996862E+05   1.0858220E+06   8.3897862E+05
    2.6150   1.0335659E+06   1.2958976E+06   1.0305332E+06   8.4002262E+05   1.0859460E+06   8.3913888E+05
    2.6200   1.0335413E+06   1.2961362E+06   1.0306375E+06   8.4007750E+05   1.0860704E+06   8.3929656E+05
    2.6250   1.0335152E+06   1.2963752E+06   1.0307424E+06   8.4013325E+05   1.0861955E+06   8.3945169E+05
    2.6300   1.0334878E+06   1.2966146E+06   1.0308478E+06   8.4018981E+05   1.0863212E+06   8.3960419E+05
    2.6350   1.0334591E+06   1.2968542E+06   1.0309538E+06   8.4024694E+05   1.0864480E+06   8.3975394E+05
    2.6400   1.0334289E+06   1.2970941E+06   1.0310601E+06   8.4030469E+05   1.0865758E+06   8.3990106E+05
    2.6450   1.0333976E+06   1.2973341E+06   1.0311669E+06   8.4036281E+05   1.0867046E+06   8.4004544E+05
    2.6500   1.0333649E+06   1.2975744E+06   1.0312741E+06   8.4042131E+05   1.0868348E+06   8.4018712E+05
    2.6550   1.0333309E+06   1.2978148E+06   1.0313814E+06   8.4048000E+05   1.0869661E+06   8.4032606E+05
    2.6600   1.0332958E+06   1.2980552E+06   1.0314890E+06   8.4053881E+05   1.0870989E+06   8.4046225E+05
    2.6650   1.0332596E+06   1.2982958E+06   1.0315968E+06   8.4059762E+05   1.0872331E+06   8.4059569E+05
    2.6700   1.0332222E+06   1.2985364E+06   1.0317046E+06   8.4065631E+05   1.0873690E+06   8.4072638E+05
    2.6750   1.0331837E+06   1.2987770E+06   1.0318124E+06   8.4071481E+05   1.0875065E+06   8.4085444E+05
    2.6800   1.0331442E+06   1.2990175E+06   1.0319202E+06   8.4077294E+05   1.0876458E+06   8.4097975E+05
    2.6850   1.0331037E+06   1.2992580E+06   1.0320279E+06   8.4083069E+05   1.0877869E+06   8.4110244E+05
    2.6900   1.0330622E+06   1.2994985E+06   1.0321352E+06   8.4088781E+05   1.0879298E+06   8.4122244E+05
    2.6950   1.0330198E+06   1.2997389E+06   1.0322423E+06   8.4094431E+05   1.0880746E+06   8.4133988E+05
    2.7000   1.0329766E+06   1.2999790E+06   1.0323490E+06   8.4100006E+05   1.0882214E+06   8.4145481E+05
    2.7050   1.0329326E+06   1.3002191E+06   1.0324552E+06   8.4105494E+05   1.0883701E+06   8.4156719E+05
    2.7100   1.0328879E+06   1.3004591E+06   1.0325608E+06   8.4110881E+05   1.0885210E+06   8.4167706E+05
    2.7150   1.0328425E+06   1.3006990E+06   1.0326655E+06   8.4116162E+05   1.0886740E+06   8.4178456E+05
    2.7200   1.0327964E+06   1.3009389E+06   1.0327694E+06   8.4121319E+05   1.0888291E+06   8.4188969E+05
    2.7250   1.0327499E+06   1.3011786E+06   1.0328723E+06   8.4126350E+05   1.0889865E+06   8.4199250E+05
    2.7300   1.0327028E+06   1.3014184E+06   1.0329740E+06   8.4131244E+05   1.0891460E+06   8.4209306E+05
    2.7350   1.0326553E+06   1.3016582E+06   1.0330744E+06   8.4135981E+05   1.0893078E+06   8.4219138E+05
    2.7400   1.0326074E+06   1.3018982E+06   1.0331734E+06   8.4140556E+05   1.0894718E+06   8.4228756E+05
    2.7450   1.0325592E+06   1.3021384E+06   1.0332706E+06   8.4144969E+05   1.0896381E+06   8.4238162E+05
    2.7500   1.0325107E+06   1.3023788E+06   1.0333661E+06   8.4149194E+05   1.0898069E+06   8.4247369E+05
    2.7550   1.0324620E+06   1.3026196E+06   1.0334596E+06   8.4153238E+05   1.0899779E+06   8.4256369E+05
    2.7600   1.0324131E+06   1.3028609E+06   1.0335509E+06   8.4157081E+05   1.0901512E+06   8.4265181E+05
    2.7650   1.0323641E+06   1.3031028E+06   1.0336398E+06   8.4160712E+05   1.0903271E+06   8.4273800E+05
    2.7700   1.0323151E+06   1.3033452E+06   1.0337261E+06   8.4164138E+05   1.0905054E+06   8.4282231E+05
    2.7750   1.0322660E+06   1.3035886E+06   1.0338098E+06   8.4167331E+05   1.0906861E+06   8.4290481E+05
    2.7800   1.0322169E+06   1.3038329E+06   1.0338905E+06   8.4170300E+05   1.0908692E+06   8.4298556E+05
    2.7850   1.0321679E+06   1.3040781E+06   1.0339682E+06   8.4173025E+05   1.0910550E+06   8.4306450E+05
    2.7900   1.0321190E+06   1.3043245E+06   1.0340426E+06   8.4175506E+05   1.0912434E+06   8.4314175E+05
    2.7950   1.0320702E+06   1.3045721E+06   1.0341136E+06   8.4177731E+05   1.0914342E+06   8.4321731E+05
    2.8000   1.0320214E+06   1.3048212E+06   1.0341810E+06   8.4179700E+05   1.0916278E+06   8.4329125E+05
    2.8050   1.0319729E+06   1.3050718E+06   1.0342447E+06   8.4181406E+05   1.0918240E+06   8.4336350E+05
    2.8100   1.0319248E+06   1.3053234E+06   1.0343048E+06   8.4182838E+05   1.0920229E+06   8.4343406E+05
    2.8150   1.0318769E+06   1.3055768E+06   1.0343608E+06   8.4183994E+05   1.0922244E+06   8.4350306E+05
    2.8200   1.0318292E+06   1.3058318E+06   1.0344128E+06   8.4184869E+05   1.0924288E+06   8.4357038E+05
    2.8250   1.0317819E+06   1.3060884E+06   1.0344606E+06   8.4185456E+05   1.0926359E+06   8.4363612E+05
    2.8300   1.0317349E+06   1.3063470E+06   1.0345042E+06   8.4185756E+05   1.0928459E+06   8.4370019E+05
    2.8350   1.0316881E+06   1.3066075E+06   1.0345434E+06   8.4185762E+05   1.0930588E+06   8.4376262E+05
    2.8400   1.0316415E+06   1.3068701E+06   1.0345782E+06   8.4185475E+05   1.0932745E+06   8.4382344E+05
    2.8450   1.0315951E+06   1.3071349E+06   1.0346084E+06   8.4184888E+05   1.0934931E+06   8.4388262E+05
    2.8500   1.0315489E+06   1.3074020E+06   1.0346340E+06   8.4183994E+05   1.0937148E+06   8.4394006E+05
    2.8550   1.0315029E+06   1.3076714E+06   1.0346549E+06   8.4182800E+05   1.0939394E+06   8.4399588E+05
    2.8600   1.0314569E+06   1.3079434E+06   1.0346711E+06   8.4181306E+05   1.0941670E+06   8.4404988E+05
    2.8650   1.0314109E+06   1.3082178E+06   1.0346824E+06   8.4179500E+05   1.0943978E+06   8.4410219E+05
    2.8700   1.0313649E+06   1.3084949E+06   1.0346891E+06   8.4177394E+05   1.0946315E+06   8.4415275E+05
    2.8750   1.0313189E+06   1.3087748E+06   1.0346908E+06   8.4174975E+05   1.0948684E+06   8.4420144E+05
    2.8800   1.0312728E+06   1.3090572E+06   1.0346877E+06   8.4172256E+05   1.0951084E+06   8.4424838E+05
    2.8850   1.0312265E+06   1.3093428E+06   1.0346798E+06   8.4169225E+05   1.0953515E+06   8.4429338E+05
    2.8900   1.0311799E+06   1.3096310E+06   1.0346669E+06   8.4165894E+05   1.0955978E+06   8.4433650E+05
    2.8950   1.0311331E+06   1.3099224E+06   1.0346492E+06   8.4162250E+05   1.0958472E+06   8.4437769E+05
    2.9000   1.0310860E+06   1.3102166E+06   1.0346268E+06   8.4158312E+05   1.0960999E+06   8.4441688E+05
    2.9050   1.0310384E+06   1.3105140E+06   1.0345994E+06   8.4154069E+05   1.0963556E+06   8.4445412E+05
    2.9100   1.0309904E+06   1.3108145E+06   1.0345672E+06   8.4149531E+05   1.0966148E+06   8.4448925E+05
    2.9150   1.0309418E+06   1.3111181E+06   1.0345302E+06   8.4144694E+05   1.0968769E+06   8.4452225E+05
    2.9200   1.0308926E+06   1.3114250E+06   1.0344886E+06   8.4139562E+05   1.0971424E+06   8.4455312E+05
    2.9250   1.0308428E+06   1.3117351E+06   1.0344421E+06   8.4134144E+05   1.0974110E+06   8.4458188E+05
    2.9300   1.0307922E+06   1.3120485E+06   1.0343909E+06   8.4128431E+05   1.0976828E+06   8.4460831E+05
    2.9350   1.0307409E+06   1.3123652E+06   1.0343351E+06   8.4122438E+05   1.0979579E+06   8.4463250E+05
    2.9400   1.0306886E+06   1.3126854E+06   1.0342747E+06   8.4116162E+05   1.0982361E+06   8.4465431E+05
    2.9450   1.0306354E+06   1.3130090E+06   1.0342096E+06   8.4109612E+05   1.0985175E+06   8.4467381E+05
    2.9500   1.0305812E+06   1.3133361E+06   1.0341400E+06   8.4102788E+05   1.0988021E+06   8.4469081E+05
    2.9550   1.0305259E+06   1.3136668E+06   1.0340658E+06   8.4095694E+05   1.0990899E+06   8.4470531E+05
    2.9600   1.0304693E+06   1.3140010E+06   1.0339871E+06   8.4088338E+05   1.0993809E+06   8.4471725E+05
    2.9650   1.0304116E+06   1.3143389E+06   1.0339041E+06   8.4080725E+05   1.0996750E+06   8.4472656E+05
    2.9700   1.0303524E+06   1.3146804E+06   1.0338165E+06   8.4072850E+05   1.0999724E+06   8.4473319E+05
    2.9750   1.0302918E+06   1.3150258E+06   1.0337246E+06   8.4064731E+05   1.1002729E+06   8.4473706E+05
    2.9800   1.0302296E+06   1.3153750E+06   1.0336284E+06   8.4056362E+05   1.1005765E+06   8.4473806E+05
    2.9850   1.0301658E+06   1.3157280E+06   1.0335279E+06   8.4047756E+05   1.1008834E+06   8.4473619E+05
    2.9900   1.0301002E+06   1.3160851E+06   1.0334231E+06   8.4038919E+05   1.1011934E+06   8.4473131E+05
    2.9950   1.0300328E+06   1.3164461E+06   1.0333141E+06   8.4029850E+05   1.1015066E+06   8.4472338E+05
    3.0000   1.0299635E+06   1.3168112E+06   1.0332009E+06   8.4020556E+05   1.1018230E+06   8.4471231E+05
    3.0050   1.0298921E+06   1.3171806E+06   1.0330837E+06   8.4011050E+05   1.1021428E+06   8.4469800E+05
    3.0100   1.0298189E+06   1.3175536E+06   1.0329626E+06   8.4001325E+05   1.1024656E+06   8.4468031E+05
    3.0150   1.0297434E+06   1.3179310E+06   1.0328376E+06   8.3991394E+05   1.1027916E+06   8.4465919E+05
    3.0200   1.0296657E+06   1.3183124E+06   1.0327088E+06   8.3981262E+05   1.1031211E+06   8.4463456E+05
    3.0250   1.0295856E+06   1.3186979E+06   1.0325761E+06   8.3970938E+05   1.1034538E+06   8.4460631E+05
    3.0300   1.0295031E+06   1.3190878E+06   1.0324398E+06   8.3960425E+05   1.1037898E+06   8.4457431E+05
    3.0350   1.0294181E+06   1.3194818E+06   1.0322998E+06   8.3949725E+05   1.1041291E+06   8.4453844E+05
    3.0400   1.0293304E+06   1.3198802E+06   1.0321561E+06   8.3938844E+05   1.1044719E+06   8.4449869E+05
    3.0450   1.0292399E+06   1.3202832E+06   1.0320088E+06   8.3927788E+05   1.1048180E+06   8.4445481E+05
    3.0500   1.0291466E+06   1.3206905E+06   1.0318581E+06   8.3916569E+05   1.1051678E+06   8.4440688E+05
    3.0550   1.0290504E+06   1.3211024E+06   1.0317039E+06   8.3905181E+05   1.1055209E+06   8.4435456E+05
    3.0600   1.0289511E+06   1.3215189E+06   1.0315462E+06   8.3893638E+05   1.1058776E+06   8.4429794E+05
    3.0650   1.0288486E+06   1.3219400E+06   1.0313852E+06   8.3881944E+05   1.1062380E+06   8.4423681E+05
    3.0700   1.0287430E+06   1.3223658E+06   1.0312209E+06   8.3870100E+05   1.1066020E+06   8.4417106E+05
    3.0750   1.0286341E+06   1.3227962E+06   1.0310533E+06   8.3858112E+05   1.1069696E+06   8.4410062E+05
    3.0800   1.0285218E+06   1.3232314E+06   1.0308825E+06   8.3845981E+05   1.1073411E+06   8.4402531E+05
    3.0850   1.0284061E+06   1.3236712E+06   1.0307086E+06   8.3833719E+05   1.1077165E+06   8.4394519E+05
    3.0900   1.0282869E+06   1.3241159E+06   1.0305316E+06   8.3821319E+05   1.1080956E+06   8.4386000E+05
    3.0950   1.0281642E+06   1.3245652E+06   1.0303515E+06   8.3808794E+05   1.1084788E+06   8.4376969E+05
    3.1000   1.0280379E+06   1.3250194E+06   1.0301684E+06   8.3796138E+05   1.1088659E+06   8.4367419E+05
    3.1050   1.0279081E+06   1.3254782E+06   1.0299824E+06   8.3783362E+05   1.1092571E+06   8.4357338E+05
    3.1100   1.0277746E+06   1.3259420E+06   1.0297935E+06   8.3770469E+05   1.1096524E+06   8.4346719E+05
    3.1150   1.0276375E+06   1.3264102E+06   1.0296018E+06   8.3757456E+05   1.1100518E+06   8.4335556E+05
    3.1200   1.0274968E+06   1.3268832E+06   1.0294072E+06   8.3744325E+05   1.1104555E+06   8.4323838E+05
    3.1250   1.0273523E+06   1.3273609E+06   1.0292099E+06   8.3731081E+05   1.1108634E+06   8.4311562E+05
    3.1300   1.0272042E+06   1.3278432E+06   1.0290100E+06   8.3717719E+05   1.1112758E+06   8.4298719E+05
    3.1350   1.0270524E+06   1.3283301E+06   1.0288074E+06   8.3704250E+05   1.1116924E+06   8.4285306E+05
    3.1400   1.0268971E+06   1.3288215E+06   1.0286021E+06   8.3690669E+05   1.1121135E+06   8.4271312E+05
    3.1450   1.0267380E+06   1.3293175E+06   1.0283943E+06   8.3676969E+05   1.1125391E+06   8.4256738E+05
    3.1500   1.0265753E+06   1.3298179E+06   1.0281839E+06   8.3663162E+05   1.1129692E+06   8.4241581E+05
    3.1550   1.0264091E+06   1.3303228E+06   1.0279711E+06   8.3649238E+05   1.1134040E+06   8.4225838E+05
    3.1600   1.0262392E+06   1.3308320E+06   1.0277558E+06   8.3635206E+05   1.1138434E+06   8.4209494E+05
    3.1650   1.0260658E+06   1.3313455E+06   1.0275381E+06   8.3621056E+05   1.1142874E+06   8.4192569E+05
    3.1700   1.0258889E+06   1.3318632E+06   1.0273179E+06   8.3606788E+05   1.1147360E+06   8.4175044E+05
    3.1750   1.0257086E+06   1.3323852E+06   1.0270953E+06   8.3592400E+05   1.1151895E+06   8.4156925E+05
    3.1800   1.0255248E+06   1.3329115E+06   1.0268704E+06   8.3577900E+05   1.1156478E+06   8.4138212E+05
    3.1850   1.0253376E+06   1.3334418E+06   1.0266432E+06   8.3563269E+05   1.1161108E+06   8.4118906E+05
    3.1900   1.0251471E+06   1.3339760E+06   1.0264138E+06   8.3548512E+05   1.1165786E+06   8.4099006E+05
    3.1950   1.0249534E+06   1.3345142E+06   1.0261819E+06   8.3533631E+05   1.1170515E+06   8.4078519E+05
    3.2000   1.0247563E+06   1.3350565E+06   1.0259479E+06   8.3518619E+05   1.1175291E+06   8.4057444E+05
    3.2050   1.0245561E+06   1.3356026E+06   1.0257115E+06   8.3503469E+05   1.1180116E+06   8.4035781E+05
    3.2100   1.0243531E+06   1.3361521E+06   1.0254732E+06   8.3488181E+05   1.1184991E+06   8.4013544E+05
    3.2150   1.0241469E+06   1.3367052E+06   1.0252326E+06   8.3472744E+05   1.1189916E+06   8.3990725E+05
    3.2200   1.0239379E+06   1.3372619E+06   1.0249899E+06   8.3457162E+05   1.1194891E+06   8.3967338E+05
    3.2250   1.0237261E+06   1.3378221E+06   1.0247451E+06   8.3441431E+05   1.1199915E+06   8.3943381E+05
    3.2300   1.0235115E+06   1.3383858E+06   1.0244981E+06   8.3425544E+05   1.1204990E+06   8.3918862E+05
    3.2350   1.0232941E+06   1.3389529E+06   1.0242489E+06   8.3409488E+05   1.1210115E+06   8.3893788E+05
    3.2400   1.0230740E+06   1.3395234E+06   1.0239975E+06   8.3393269E+05   1.1215290E+06   8.3868162E+05
    3.2450   1.0228512E+06   1.3400974E+06   1.0237438E+06   8.3376875E+05   1.1220516E+06   8.3841994E+05
    3.2500   1.0226259E+06   1.3406749E+06   1.0234879E+06   8.3360306E+05   1.1225794E+06   8.3815294E+05
    3.2550   1.0223979E+06   1.3412558E+06   1.0232296E+06   8.3343556E+05   1.1231120E+06   8.3788062E+05
    3.2600   1.0221674E+06   1.3418402E+06   1.0229688E+06   8.3326606E+05   1.1236499E+06   8.3760306E+05
    3.2650   1.0219343E+06   1.3424281E+06   1.0227057E+06   8.3309469E+05   1.1241929E+06   8.3732038E+05
    3.2700   1.0216989E+06   1.3430195E+06   1.0224400E+06   8.3292125E+05   1.1247409E+06   8.3703262E+05
    3.2750   1.0214609E+06   1.3436144E+06   1.0221718E+06   8.3274575E+05   1.1252940E+06   8.3673994E+05
    3.2800   1.0212206E+06   1.3442129E+06   1.0219009E+06   8.3256806E+05   1.1258522E+06   8.3644231E+05
    3.2850   1.0209780E+06   1.3448150E+06   1.0216273E+06   8.3238819E+05   1.1264158E+06   8.3613988E+05
    3.2900   1.0207331E+06   1.3454206E+06   1.0213510E+06   8.3220606E+05   1.1269842E+06   8.3583269E+05
    3.2950   1.0204860E+06   1.3460300E+06   1.0210718E+06   8.3202156E+05   1.1275580E+06   8.3552094E+05
    3.3000   1.0202366E+06   1.3466429E+06   1.0207898E+06   8.3183462E+05   1.1281369E+06   8.3520456E+05
    3.3050   1.0199851E+06   1.3472596E+06   1.0205047E+06   8.3164525E+05   1.1287209E+06   8.3488375E+05
    3.3100   1.0197316E+06   1.3478800E+06   1.0202166E+06   8.3145331E+05   1.1293101E+06   8.3455850E+05
    3.3150   1.0194759E+06   1.3485041E+06   1.0199253E+06   8.3125875E+05   1.1299045E+06   8.3422900E+05
    3.3200   1.0192183E+06   1.3491320E+06   1.0196308E+06   8.3106150E+05   1.1305040E+06   8.3389531E+05
    3.3250   1.0189588E+06   1.3497638E+06   1.0193331E+06   8.3086156E+05   1.1311088E+06   8.3355750E+05
    3.3300   1.0186974E+06   1.3503992E+06   1.0190319E+06   8.3065875E+05   1.1317186E+06   8.3321562E+05
    3.3350   1.0184342E+06   1.3510386E+06   1.0187274E+06   8.3045312E+05   1.1323338E+06   8.3286988E+05
    3.3400   1.0181694E+06   1.3516819E+06   1.0184193E+06   8.3024456E+05   1.1329540E+06   8.3252025E+05
    3.3450   1.0179028E+06   1.3523289E+06   1.0181078E+06   8.3003306E+05   1.1335794E+06   8.3216688E+05
    3.3500   1.0176347E+06   1.3529798E+06   1.0177925E+06   8.2981850E+05   1.1342100E+06   8.3180981E+05
    3.3550   1.0173651E+06   1.3536345E+06   1.0174736E+06   8.2960081E+05   1.1348459E+06   8.3144912E+05
    3.3600   1.0170941E+06   1.3542929E+06   1.0171509E+06   8.2938006E+05   1.1354868E+06   8.3108500E+05
    3.3650   1.0168219E+06   1.3549552E+06   1.0168244E+06   8.2915606E+05   1.1361328E+06   8.3071744E+05
    3.3700   1.0165484E+06   1.3556211E+06   1.0164942E+06   8.2892888E+05   1.1367840E+06   8.3034656E+05
    3.3750   1.0162738E+06   1.3562909E+06   1.0161600E+06   8.2869844E+05   1.1374402E+06   8.2997250E+05
    3.3800   1.0159982E+06   1.3569641E+06   1.0158219E+06   8.2846469E+05   1.1381016E+06   8.2959525E+05
    3.3850   1.0157218E+06   1.3576411E+06   1.0154800E+06   8.2822762E+05   1.1387680E+06   8.2921488E+05
    3.3900   1.0154445E+06   1.3583215E+06   1.0151341E+06   8.2798725E+05   1.1394395E+06   8.2883156E+05
    3.3950   1.0151666E+06   1.3590054E+06   1.0147842E+06   8.2774350E+05   1.1401159E+06   8.2844538E+05
    3.4000   1.0148879E+06   1.3596926E+06   1.0144303E+06   8.2749631E+05   1.1407972E+06   8.2805631E+05
    3.4050   1.0146089E+06   1.3603831E+06   1.0140726E+06   8.2724575E+05   1.1414836E+06   8.2766456E+05
    3.4100   1.0143298E+06   1.3610764E+06   1.0137111E+06   8.2699181E+05   1.1421748E+06   8.2727012E+05
    3.4150   1.0140503E+06   1.3617726E+06   1.0133458E+06   8.2673444E+05   1.1428709E+06   8.2687306E+05
    3.4200   1.0137708E+06   1.3624716E+06   1.0129768E+06   8.2647362E+05   1.1435716E+06   8.2647356E+05
    3.4250   1.0134914E+06   1.3631734E+06   1.0126041E+06   8.2620950E+05   1.1442772E+06   8.2607156E+05
    3.4300   1.0132121E+06   1.3638776E+06   1.0122276E+06   8.2594194E+05   1.1449874E+06   8.2566725E+05
    3.4350   1.0129330E+06   1.3645845E+06   1.0118476E+06   8.2567100E+05   1.1457022E+06   8.2526062E+05
    3.4400   1.0126541E+06   1.3652938E+06   1.0114639E+06   8.2539669E+05   1.1464216E+06   8.2485181E+05
    3.4450   1.0123756E+06   1.3660052E+06   1.0110767E+06   8.2511906E+05   1.1471455E+06   8.2444081E+05
    3.4500   1.0120974E+06   1.3667191E+06   1.0106860E+06   8.2483819E+05   1.1478739E+06   8.2402781E+05
    3.4550   1.0118197E+06   1.3674351E+06   1.0102918E+06   8.2455400E+05   1.1486066E+06   8.2361275E+05
    3.4600   1.0115424E+06   1.3681532E+06   1.0098943E+06   8.2426662E+05   1.1493435E+06   8.2319569E+05
    3.4650   1.0112656E+06   1.3688735E+06   1.0094934E+06   8.2397600E+05   1.1500848E+06   8.2277681E+05
    3.4700   1.0109894E+06   1.3695958E+06   1.0090894E+06   8.2368225E+05   1.1508301E+06   8.2235600E+05
    3.4750   1.0107136E+06   1.3703199E+06   1.0086821E+06   8.2338544E+05   1.1515796E+06   8.2193350E+05
    3.4800   1.0104384E+06   1.3710460E+06   1.0082717E+06   8.2308556E+05   1.1523331E+06   8.2150919E+05
    3.4850   1.0101636E+06   1.3717740E+06   1.0078582E+06   8.2278269E+05   1.1530906E+06   8.2108325E+05
    3.4900   1.0098894E+06   1.3725040E+06   1.0074418E+06   8.2247681E+05   1.1538519E+06   8.2065562E+05
    3.4950   1.0096156E+06   1.3732358E+06   1.0070224E+06   8.2216812E+05   1.1546170E+06   8.2022644E+05
    3.5000   1.0093422E+06   1.3739695E+06   1.0066003E+06   8.2185656E+05   1.1553860E+06   8.1979569E+05
    3.5050   1.0090692E+06   1.3747050E+06   1.0061753E+06   8.2154225E+05   1.1561586E+06   8.1936338E+05
    3.5100   1.0087966E+06   1.3754425E+06   1.0057476E+06   8.2122525E+05   1.1569348E+06   8.1892956E+05
    3.5150   1.0085243E+06   1.3761819E+06   1.0053172E+06   8.2090556E+05   1.1577146E+06   8.1849425E+05
    3.5200   1.0082521E+06   1.3769232E+06   1.0048843E+06   8.2058331E+05   1.1584979E+06   8.1805750E+05
    3.5250   1.0079802E+06   1.3776666E+06   1.0044488E+06   8.2025856E+05   1.1592846E+06   8.1761931E+05
    3.5300   1.0077083E+06   1.3784120E+06   1.0040108E+06   8.1993131E+05   1.1600749E+06   8.1717975E+05
    3.5350   1.0074364E+06   1.3791596E+06   1.0035704E+06   8.1960169E+05   1.1608684E+06   8.1673869E+05
    3.5400   1.0071644E+06   1.3799092E+06   1.0031276E+06   8.1926981E+05   1.1616652E+06   8.1629625E+05
    3.5450   1.0068922E+06   1.3806612E+06   1.0026824E+06   8.1893562E+05   1.1624652E+06   8.1585244E+05
    3.5500   1.0066199E+06   1.3814155E+06   1.0022351E+06   8.1859925E+05   1.1632686E+06   8.1540719E+05
    3.5550   1.0063471E+06   1.3821720E+06   1.0017854E+06   8.1826081E+05   1.1640751E+06   8.1496056E+05
    3.5600   1.0060740E+06   1.3829310E+06   1.0013336E+06   8.1792031E+05   1.1648849E+06   8.1451244E+05
    3.5650   1.0058004E+06   1.3836925E+06   1.0008797E+06   8.1757788E+05   1.1656976E+06   8.1406294E+05
    3.5700   1.0055262E+06   1.3844564E+06   1.0004238E+06   8.1723356E+05   1.1665135E+06   8.1361200E+05
    3.5750   1.0052513E+06   1.3852230E+06   9.9996581E+05   8.1688738E+05   1.1673324E+06   8.1315962E+05
    3.5800   1.0049757E+06   1.3859921E+06   9.9950588E+05   8.1653950E+05   1.1681544E+06   8.1270575E+05
    3.5850   1.0046992E+06   1.3867640E+06   9.9904412E+05   8.1618988E+05   1.1689792E+06   8.1225038E+05
    3.5900   1.0044219E+06   1.3875386E+06   9.9858062E+05   8.1583875E+05   1.1698071E+06   8.1179344E+05
    3.5950   1.0041437E+06   1.3883159E+06   9.9811538E+05   8.1548606E+05   1.1706379E+06   8.1133506E+05
    3.6000   1.0038644E+06   1.3890959E+06   9.9764850E+05   8.1513200E+05   1.1714716E+06   8.1087506E+05
    3.6050   1.0035840E+06   1.3898788E+06   9.9718012E+05   8.1477656E+05   1.1723081E+06   8.1041350E+05
    3.6100   1.0033028E+06   1.3906638E+06   9.9671056E+05   8.1441988E+05   1.1731475E+06   8.0995031E+05
    3.6150   1.0030204E+06   1.3914516E+06   9.9623969E+05   8.1406206E+05   1.1739896E+06   8.0948550E+05
    3.6200   1.0027369E+06   1.3922419E+06   9.9576781E+05   8.1370312E+05   1.1748345E+06   8.0901906E+05
    3.6250   1.0024522E+06   1.3930346E+06   9.9529488E+05   8.1334319E+05   1.1756821E+06   8.0855100E+05
    3.6300   1.0021664E+06   1.3938299E+06   9.9482112E+05   8.1298238E+05   1.1765324E+06   8.0808119E+05
    3.6350   1.0018794E+06   1.3946275E+06   9.9434669E+05   8.1262081E+05   1.1773852E+06   8.0760969E+05
    3.6400   1.0015910E+06   1.3954274E+06   9.9387156E+05   8.1225850E+05   1.1782406E+06   8.0713650E+05
    3.6450   1.0013013E+06   1.3962295E+06   9.9339606E+05   8.1189556E+05   1.1790985E+06   8.0666162E+05
    3.6500   1.0010104E+06   1.3970339E+06   9.9292012E+05   8.1153219E+05   1.1799588E+06   8.0618500E+05
    3.6550   1.0007181E+06   1.3978404E+06   9.9244406E+05   8.1116838E+05   1.1808214E+06   8.0570669E+05
    3.6600   1.0004243E+06   1.3986490E+06   9.9196788E+05   8.1080431E+05   1.1816864E+06   8.0522656E+05
    3.6650   1.0001292E+06   1.3994595E+06   9.9149175E+05   8.1044000E+05   1.1825535E+06   8.0474481E+05
    3.6700   9.9983281E+05   1.4002718E+06   9.9101588E+05   8.1007569E+05   1.1834228E+06   8.0426131E+05
    3.6750   9.9953494E+05   1.4010859E+06   9.9054031E+05   8.0971131E+05   1.1842941E+06   8.0377612E+05
    3.6800   9.9923569E+05   1.4019016E+06   9.9006531E+05   8.0934712E+05   1.1851674E+06   8.0328925E+05
    3.6850   9.9893506E+05   1.4027189E+06   9.8959088E+05   8.0898312E+05   1.1860426E+06   8.0280069E+05
    3.6900   9.9863306E+05   1.4035375E+06   9.8911725E+05   8.0861950E+05   1.1869196E+06   8.0231056E+05
    3.6950   9.9832969E+05   1.4043575E+06   9.8864450E+05   8.0825631E+05   1.1877982E+06   8.0181881E+05
    3.7000   9.9802494E+05   1.4051786E+06   9.8817281E+05   8.0789369E+05   1.1886785E+06   8.0132550E+05
    3.7050   9.9771881E+05   1.4060009E+06   9.8770231E+05   8.0753169E+05   1.1895602E+06   8.0083062E+05
    3.7100   9.9741144E+05   1.4068241E+06   9.8723306E+05   8.0717038E+05   1.1904434E+06   8.0033431E+05
    3.7150   9.9710275E+05   1.4076482E+06   9.8676519E+05   8.0680994E+05   1.1913278E+06   7.9983650E+05
    3.7200   9.9679275E+05   1.4084732E+06   9.8629888E+05   8.0645044E+05   1.1922134E+06   7.9933738E+05
    3.7250   9.9648156E+05   1.4092989E+06   9.8583412E+05   8.0609188E+05   1.1931001E+06   7.9883688E+05
    3.7300   9.9616906E+05   1.4101251E+06   9.8537106E+05   8.0573444E+05   1.1939879E+06   7.9833512E+05
    3.7350   9.9585538E+05   1.4109519E+06   9.8490988E+05   8.0537819E+05   1.1948765E+06   7.9783219E+05
    3.7400   9.9554044E+05   1.4117792E+06   9.8445044E+05   8.0502312E+05   1.1957659E+06   7.9732806E+05
